Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Ireland;IRL;48260029860;50854815801;53752727437;56508512548;61037178152;68320921081;74474161435;83154181090;93160227483;1,01534E+11;1,14952E+11;1,2595E+11;1,38491E+11;1,45014E+11;1,57659E+11;1,68336E+11;1,8903E+11;2,058E+11;1,98299E+11;1,88081E+11;1,97076E+11;2,08512E+11;2,14919E+11;2,25821E+11;2,45187E+11;3,36695E+11;3,4774E+11;3,8837E+11;4,22696E+11;4,57946E+11;4,92887E+11;5,97446E+11;7,0949E+11;6,62924E+11;7,05756E+11
Chile;CHL;59722497451;66749857312;77244255172;85473205029;92707948169;1,05059E+11;1,16332E+11;1,27085E+11;1,33888E+11;1,35404E+11;1,45356E+11;1,53318E+11;1,60695E+11;1,71606E+11;1,87974E+11;2,05184E+11;2,5607E+11;2,78374E+11;2,75755E+11;2,71328E+11;3,07856E+11;3,49148E+11;3,74317E+11;3,9267E+11;4,02902E+11;4,05311E+11;4,24832E+11;4,50892E+11;4,78094E+11;4,91688E+11;4,91062E+11;5,65982E+11;6,02631E+11;6,44837E+11;6,84595E+11
Iraq;IRQ;;47865679775;64912464641;86579026070;91836132919;95749417694;1,08248E+11;1,33501E+11;1,82253E+11;2,17325E+11;2,59577E+11;2,70111E+11;2,51805E+11;1,62651E+11;2,56191E+11;2,68651E+11;2,9255E+11;3,0615E+11;3,37725E+11;3,51291E+11;3,78325E+11;4,15269E+11;4,84698E+11;5,17535E+11;4,813E+11;3,50608E+11;3,49271E+11;4,00913E+11;4,84573E+11;5,04546E+11;4,45338E+11;5,48372E+11;6,34225E+11;6,60448E+11;6,65966E+11
Austria;AUT;1,4882E+11;1,59147E+11;1,66182E+11;1,71017E+11;1,78865E+11;1,87488E+11;1,94341E+11;2,01549E+11;2,11618E+11;2,1979E+11;2,34056E+11;2,37701E+11;2,50154E+11;2,59584E+11;2,73949E+11;2,86136E+11;3,09214E+11;3,25132E+11;3,41571E+11;3,39285E+11;3,49089E+11;3,70672E+11;3,89099E+11;4,0296E+11;4,13263E+11;4,28355E+11;4,57783E+11;4,73923E+11;5,00696E+11;5,35947E+11;5,21842E+11;5,63937E+11;6,39575E+11;6,43595E+11;6,57344E+11
Ukraine;UKR;3,95119E+11;3,72943E+11;3,43679E+11;3,01866E+11;2,37708E+11;2,13084E+11;1,95287E+11;1,92695E+11;1,91158E+11;1,93475E+11;2,09531E+11;2,33103E+11;2,49366E+11;2,78489E+11;3,1971E+11;3,39861E+11;3,76868E+11;4,1888E+11;4,36529E+11;3,72739E+11;3,92707E+11;4,22634E+11;4,41413E+11;5,02958E+11;4,58592E+11;4,31227E+11;4,69909E+11;4,96522E+11;5,37198E+11;6,04396E+11;6,56106E+11;7,46471E+11;5,69711E+11;6,22878E+11;6,56528E+11
Czechia;CZE;1,32329E+11;1,20915E+11;1,23044E+11;1,26038E+11;1,32475E+11;1,44045E+11;1,52411E+11;1,5361E+11;1,55062E+11;1,59338E+11;1,67453E+11;1,8095E+11;1,87053E+11;1,9987E+11;2,14047E+11;2,25819E+11;2,44907E+11;2,70535E+11;2,90123E+11;2,89285E+11;2,94928E+11;3,06876E+11;3,09707E+11;3,26079E+11;3,44637E+11;3,59644E+11;3,8509E+11;4,16849E+11;4,42611E+11;4,86787E+11;4,79686E+11;5,02134E+11;5,51853E+11;5,78154E+11;6,18168E+11
Peru;PER;74116182041;78323106649;79674985254;85840388308;98464395693;1,07979E+11;1,13034E+11;1,2243E+11;1,23322E+11;1,26936E+11;1,33309E+11;1,37153E+11;1,46881E+11;1,56019E+11;1,68158E+11;1,84331E+11;2,04321E+11;2,27733E+11;2,53306E+11;2,57661E+11;2,82523E+11;3,06596E+11;3,17878E+11;3,36661E+11;3,46866E+11;3,5332E+11;3,72452E+11;3,94435E+11;4,17164E+11;4,40127E+11;4,12561E+11;5,0664E+11;5,58007E+11;5,75756E+11;6,0916E+11
Small states;SST;94633486606;98269514014;1,00357E+11;1,03429E+11;1,08866E+11;1,15384E+11;1,21438E+11;1,30352E+11;1,3551E+11;1,41962E+11;1,52543E+11;1,61129E+11;1,706E+11;1,82951E+11;1,96077E+11;2,098E+11;2,32355E+11;2,50816E+11;2,62109E+11;2,56329E+11;2,66228E+11;2,80358E+11;2,89922E+11;2,97566E+11;3,08391E+11;3,09379E+11;3,21697E+11;3,4377E+11;3,62744E+11;3,91517E+11;3,70602E+11;4,16574E+11;4,80611E+11;5,17648E+11;5,71199E+11
Hong Kong SAR, China;HKG;1,04117E+11;1,13776E+11;1,23624E+11;1,34402E+11;1,45558E+11;1,52137E+11;1,6152E+11;1,72684E+11;1,64352E+11;1,70856E+11;1,88117E+11;1,93431E+11;1,99691E+11;2,09858E+11;2,3425E+11;2,59444E+11;2,86253E+11;3,13016E+11;3,25836E+11;3,19783E+11;3,45574E+11;3,69685E+11;3,72875E+11;3,84196E+11;3,94116E+11;4,08627E+11;4,16436E+11;4,38128E+11;4,53865E+11;4,59644E+11;4,35301E+11;4,88412E+11;5,03958E+11;5,38875E+11;5,65931E+11
Norway;NOR;78249037932;83390389651;88339469852;93006413021;99794625334;1,06121E+11;1,17491E+11;1,26002E+11;1,2496E+11;1,36417E+11;1,66105E+11;1,70771E+11;1,72705E+11;1,7659E+11;1,9595E+11;2,21765E+11;2,53397E+11;2,64566E+11;2,95976E+11;2,68567E+11;2,8465E+11;3,0937E+11;3,30093E+11;3,42254E+11;3,40765E+11;3,1523E+11;3,10303E+11;3,40837E+11;3,73183E+11;3,79378E+11;3,6102E+11;4,81255E+11;6,72046E+11;5,54373E+11;5,62975E+11
Israel;ISR;73147636004;81463925986;89785439291;95697517240;1,05001E+11;1,14281E+11;1,2325E+11;1,30032E+11;1,36811E+11;1,43419E+11;1,6215E+11;1,66211E+11;1,71486E+11;1,65091E+11;1,77518E+11;1,7811E+11;1,85975E+11;2,02952E+11;2,05259E+11;2,10324E+11;2,24559E+11;2,43178E+11;2,56963E+11;2,80691E+11;2,8604E+11;3,00586E+11;3,26365E+11;3,43922E+11;3,57E+11;3,74158E+11;3,77407E+11;4,32603E+11;5,1194E+11;5,25948E+11;5,55482E+11
Portugal;PRT;1,17522E+11;1,26803E+11;1,31106E+11;1,31471E+11;1,35574E+11;1,44345E+11;1,50118E+11;1,59578E+11;1,69543E+11;1,81041E+11;1,94264E+11;2,02391E+11;2,12109E+11;2,1809E+11;2,25177E+11;2,38691E+11;2,59717E+11;2,71365E+11;2,81543E+11;2,79616E+11;2,88594E+11;2,82977E+11;2,78393E+11;2,9245E+11;2,99182E+11;3,06764E+11;3,26173E+11;3,3961E+11;3,58872E+11;3,89495E+11;3,70352E+11;4,00564E+11;4,64925E+11;5,01686E+11;5,4168E+11
Denmark;DNK;93706039467;98214850335;1,02486E+11;1,04829E+11;1,12739E+11;1,18596E+11;1,24808E+11;1,31497E+11;1,36834E+11;1,41785E+11;1,52936E+11;1,57881E+11;1,64862E+11;1,66396E+11;1,78457E+11;1,85552E+11;2,03356E+11;2,13605E+11;2,27806E+11;2,23703E+11;2,38786E+11;2,47577E+11;2,50252E+11;2,63167E+11;2,70207E+11;2,77981E+11;2,96831E+11;3,1864E+11;3,31591E+11;3,52325E+11;3,65526E+11;4,08303E+11;4,56897E+11;4,38513E+11;4,75256E+11
Greece;GRC;1,33757E+11;1,42567E+11;1,46837E+11;1,47912E+11;1,54092E+11;1,60627E+11;1,67328E+11;1,7726E+11;1,86884E+11;1,91106E+11;2,0332E+11;2,20567E+11;2,39684E+11;2,54138E+11;2,72004E+11;2,74725E+11;3,09475E+11;3,19267E+11;3,3722E+11;3,32631E+11;3,09639E+11;2,85313E+11;2,71519E+11;2,82145E+11;2,88106E+11;2,87996E+11;2,96388E+11;3,08462E+11;3,19755E+11;3,42312E+11;3,15963E+11;3,54398E+11;4,06715E+11;4,28523E+11;4,57879E+11
Hungary;HUN;95057176828;86585304881;85844920356;87373450730;91869265059;95192780701;96761491671;1,01301E+11;1,06922E+11;1,11512E+11;1,21195E+11;1,34722E+11;1,47628E+11;1,56622E+11;1,6427E+11;1,72401E+11;1,8497E+11;1,91965E+11;2,07878E+11;2,07275E+11;2,16935E+11;2,29272E+11;2,30205E+11;2,42787E+11;2,53655E+11;2,64E+11;2,7502E+11;2,89157E+11;3,1313E+11;3,454E+11;3,44108E+11;3,7452E+11;4,22741E+11;4,35174E+11;4,55509E+11
Ethiopia;ETH;19854533229;19060938707;17804582871;20622102323;21734309028;23549705165;26960746271;28285165270;27613919166;29450325801;31946530375;35377560876;36471526728;36387745410;42437815732;48941322953;55916777552;64011179925;72283405439;79131265192;90145031681;1,02289E+11;1,12944E+11;1,23331E+11;1,50119E+11;1,69575E+11;1,98234E+11;2,19854E+11;2,36067E+11;2,59535E+11;2,8621E+11;3,16145E+11;3,56709E+11;3,93913E+11;4,32957E+11
Uzbekistan;UZB;54532249435;56099055199;50951194215;50959248252;49340868195;49922013963;51700179965;55326492239;58354064035;61724564045;65543503197;69809916551;73711753798;78348597178;86448587263;95355710318;1,05621E+11;1,18759E+11;1,31977E+11;1,43481E+11;1,56258E+11;1,71483E+11;1,80491E+11;1,90612E+11;1,99767E+11;2,09082E+11;2,16467E+11;2,48763E+11;2,63156E+11;2,81653E+11;2,83863E+11;3,16674E+11;3,5961E+11;3,95989E+11;4,31926E+11
Morocco;MAR;68185140643;75577728568;75678482136;76898554507;86856358767;83884051841;95988653946;96119997248;1,04236E+11;1,07505E+11;1,12779E+11;1,24223E+11;1,3086E+11;1,41678E+11;1,52139E+11;1,61918E+11;1,79915E+11;1,91148E+11;2,05906E+11;2,14936E+11;2,25162E+11;2,42503E+11;2,4697E+11;2,58279E+11;2,5097E+11;2,737E+11;2,78969E+11;2,91814E+11;2,83691E+11;2,95694E+11;2,86109E+11;3,23485E+11;3,5184E+11;3,76906E+11;3,98514E+11
Kenya;KEN;39587653484;41515097273;42121691419;43272411384;45359958237;48351578867;51278552662;52410546873;54743370148;56797949171;58432863846;62007031616;63314978397;66458368611;71728946875;78347607391;85991146841;94371493369;96413190296;1,00216E+11;1,09608E+11;1,17598E+11;1,24962E+11;1,39747E+11;1,54709E+11;1,73207E+11;1,88546E+11;2,05511E+11;2,21492E+11;2,40007E+11;2,50255E+11;2,84129E+11;3,19179E+11;3,49036E+11;3,7355E+11
Qatar;QAT;24499628595;24907146901;28361167488;28648686961;29675512936;31024629775;32974450545;43610039647;49047601330;51872638319;57306387097;60880959903;66267559044;70089684361;85807167401;95128524485;1,23725E+11;1,49933E+11;1,79815E+11;2,02557E+11;2,45186E+11;2,83716E+11;3,11657E+11;3,24266E+11;3,19296E+11;2,40425E+11;2,22778E+11;2,52948E+11;2,83965E+11;2,83662E+11;2,29537E+11;2,92655E+11;3,26641E+11;3,42412E+11;3,604E+11
Sri Lanka;LKA;41329904729;44693068469;47722862976;52225010188;56327121024;60671121194;64129557244;69414028637;73492167117;77737438833;84268270520;84834118463;89568100817;96762088316;1,04775E+11;1,14805E+11;1,2742E+11;1,39767E+11;1,50937E+11;1,57242E+11;1,71911E+11;1,90669E+11;2,16969E+11;2,31635E+11;2,43531E+11;2,56404E+11;2,77383E+11;2,91985E+11;3,07238E+11;3,07705E+11;2,83652E+11;3,17188E+11;3,14829E+11;3,18559E+11;3,42604E+11
Myanmar;MMR;17563520317;18039349767;20232926691;21963426392;24109873843;26325672250;28534772833;30667316092;32831204101;36940066207;42969607733;48921379075;55656083940;64612058191;75349622677;88256902159;1,02875E+11;1,18333E+11;1,32982E+11;1,47918E+11;1,6414E+11;1,76894E+11;1,91633E+11;2,0827E+11;2,21803E+11;2,2779E+11;2,29647E+11;2,4424E+11;2,91746E+11;3,21181E+11;3,04367E+11;2,76462E+11;3,08131E+11;3,22278E+11;3,26862E+11
Angola;AGO;38839000565;40550517456;39053200833;30390584821;31455215609;36931943527;42701857933;46598046524;49332296061;51121804410;53876764896;57406983088;66266055980;69594829727;79291855043;94069250793;1,0817E+11;1,26666E+11;1,43528E+11;1,45655E+11;1,53909E+11;1,62539E+11;1,85178E+11;1,97839E+11;2,17022E+11;2,00476E+11;1,99721E+11;2,11424E+11;2,29965E+11;2,43736E+11;2,15785E+11;2,55821E+11;2,82404E+11;2,9572E+11;3,16269E+11
Dominican Republic;DOM;26036949701;27171608520;30913792198;33977854355;35603478551;38421916878;41457668325;45925755430;49556225955;53251088029;56990534571;59712780190;63361361444;63740463048;67146869674;75783953623;85285645906;94094500110;99041765880;1,00653E+11;1,10435E+11;1,16311E+11;1,18595E+11;1,26545E+11;1,38896E+11;1,54478E+11;1,718E+11;1,79696E+11;1,94021E+11;2,1534E+11;2,09139E+11;2,45311E+11;2,76566E+11;2,92799E+11;3,14728E+11
Belarus;BLR;53193233762;54332225387;50235620769;47517963140;42854253852;39202485381;41037957752;46504640736;50977578797;53456725836;57838349047;61935267888;66071097839;72120938870;82540052109;93130096681;1,05602E+11;1,17791E+11;1,32307E+11;1,33389E+11;1,45474E+11;1,56715E+11;1,71127E+11;1,79554E+11;1,7988E+11;1,71563E+11;1,68862E+11;1,74175E+11;1,89021E+11;2,10076E+11;2,33301E+11;2,56855E+11;2,62349E+11;2,83005E+11;3,01471E+11
New Zealand;NZL;49518971203;50890228985;52754607400;57027516156;61942364886;65700058302;68824180126;72326061050;73705737299;78923926226;82942977611;87392899361;92024844754;96601932012;1,02583E+11;1,06148E+11;1,16098E+11;1,23983E+11;1,27349E+11;1,32332E+11;1,36146E+11;1,43528E+11;1,45709E+11;1,61083E+11;1,68607E+11;1,73212E+11;1,88512E+11;2,03343E+11;2,08409E+11;2,25048E+11;2,30862E+11;2,45325E+11;2,74519E+11;2,82465E+11;2,94117E+11
Ecuador;ECU;48509374310;52301972486;54624884605;57023088915;60720677524;63390241508;65668623966;69692104104;72777447681;70309306294;72686975974;77449916534;82529602905;86586563567;94989974959;1,03257E+11;1,11062E+11;1,16241E+11;1,26259E+11;1,28424E+11;1,35222E+11;1,49717E+11;1,5953E+11;1,78551E+11;1,89785E+11;1,7694E+11;1,796E+11;1,97653E+11;2,07781E+11;2,17496E+11;2,0225E+11;2,38845E+11;2,70889E+11;2,86216E+11;2,87271E+11
Tanzania;TZA;23491355568;24788987575;25502040903;26421314766;27408503035;28982148612;30853910835;32492413241;34076111628;36239191743;38735486576;42012196527;45691379982;49702556051;54868980890;60820175035;66791196428;73244007996;78900413702;83570043783;89945449520;98844247429;95839768785;1,03153E+11;1,0856E+11;1,16993E+11;1,27161E+11;1,33501E+11;1,51987E+11;1,71137E+11;1,94562E+11;2,1279E+11;2,3837E+11;2,59466E+11;2,80426E+11
Ghana;GHA;24333557879;26485194122;28139639379;30203762450;31866678828;33872792081;36080446541;38242808822;40490370240;42870134748;45463352405;48346528033;51307232651;55040849302;59686118924;65189447865;71500511454;76629846716;85252849112;89934208912;98218051387;1,14326E+11;1,31898E+11;1,42807E+11;1,54709E+11;1,48972E+11;1,47109E+11;1,55172E+11;1,69625E+11;1,87633E+11;1,92835E+11;2,14867E+11;2,38944E+11;2,55316E+11;2,76355E+11
Bulgaria;BGR;65784592476;62265676043;59053227447;59558146751;61935724579;65044102236;57255610548;47789109582;51007415178;47685770372;52475293540;55751957574;61023440832;65448587463;71008537318;78821895816;86712835345;96748685896;1,07495E+11;1,05568E+11;1,10608E+11;1,15717E+11;1,19285E+11;1,2096E+11;1,27259E+11;1,3201E+11;1,43022E+11;1,51833E+11;1,61417E+11;1,77424E+11;1,79337E+11;2,01555E+11;2,31557E+11;2,41797E+11;2,64775E+11
Guatemala;GTM;30048855037;32201487447;34528834462;36735414324;39033239581;41823722606;43849117690;46551887135;49425774389;52053545117;55153756306;57711118585;60858073596;63648563722;67411075860;71802368043;77977560458;85166064066;89665975171;90649270399;94397176369;1,00356E+11;1,09525E+11;1,18482E+11;1,29165E+11;1,42692E+11;1,49696E+11;1,58387E+11;1,67561E+11;1,83966E+11;1,90017E+11;2,08107E+11;2,32273E+11;2,49132E+11;2,64475E+11
Kuwait;KWT;51830199715;31609795102;59102505231;81068824174;89784933083;96120914825;98472964934;1,02649E+11;1,07604E+11;1,07174E+11;1,14747E+11;1,17581E+11;1,23008E+11;1,47169E+11;1,66603E+11;1,90055E+11;2,10639E+11;2,29308E+11;2,39522E+11;2,23946E+11;2,21295E+11;2,47608E+11;2,73942E+11;2,69446E+11;2,50513E+11;1,73581E+11;1,6762E+11;1,93471E+11;2,22102E+11;2,25239E+11;1,82443E+11;2,20886E+11;2,52628E+11;2,57355E+11;2,5683E+11
Azerbaijan;AZE;38334014156;39352985333;31153331564;24524769015;20113882150;18112406088;18683773510;20108311485;22367731994;24362892688;27680297877;31105625930;34570665515;38851951591;43588677309;57525596306;79737913230;1,02752E+11;1,15824E+11;1,27458E+11;1,35185E+11;1,35804E+11;1,48678E+11;1,62605E+11;1,6747E+11;1,45466E+11;1,41838E+11;1,4107E+11;1,5191E+11;1,67158E+11;1,53048E+11;2,03884E+11;2,28718E+11;2,40157E+11;2,55979E+11
Slovak Republic;SVK;45746148514;40400779746;38544037813;40281536185;43694753751;47217920336;51025664137;54558166482;57493674688;57875786297;61256649593;66529367505;71468766179;75711230772;81486342990;89028795056;1,01603E+11;1,1412E+11;1,27564E+11;1,24239E+11;1,36859E+11;1,41447E+11;1,46128E+11;1,51983E+11;1,57726E+11;1,6356E+11;1,62207E+11;1,64514E+11;1,71627E+11;1,85363E+11;1,92849E+11;2,08881E+11;2,23223E+11;2,38504E+11;2,55818E+11
Cote d'Ivoire;CIV;32831478344;33955667729;34644533342;35397455090;36446538661;39862249179;43729524252;48775770205;51427070911;52763388084;53815165580;53841629590;53185319479;51672274067;54751824975;57031007285;60445022065;62766430566;67035504259;69879369470;75572133892;72988975599;77223654948;86638474452;99929867262;1,11176E+11;1,17749E+11;1,25384E+11;1,35828E+11;1,55524E+11;1,60303E+11;1,79178E+11;2,04238E+11;2,25235E+11;2,44407E+11
Oman;OMN;47457422316;52042427726;57706974728;62644685469;66462082243;71246206191;74760402834;80638069628;81488985694;82888074235;90014688075;96287569205;97017085209;96761269994;1,01343E+11;1,07426E+11;1,1591E+11;1,2498E+11;1,38789E+11;1,47998E+11;1,535E+11;1,61202E+11;1,77318E+11;1,80246E+11;1,77051E+11;1,509E+11;1,46365E+11;1,52545E+11;1,73709E+11;1,71027E+11;1,59026E+11;1,74254E+11;2,01585E+11;2,11318E+11;2,20051E+11
Serbia;SRB;;;;;;38302237723;41408010062;45884923686;48879627041;44452831323;48212406012;51049545263;56720688821;60023937398;65051058715;69925508616;77566242918;86259818629;96453310770;95399006506;97132913474;1,0347E+11;1,04466E+11;1,09268E+11;1,09089E+11;1,10337E+11;1,16145E+11;1,21357E+11;1,28959E+11;1,42982E+11;1,44972E+11;1,59967E+11;1,74891E+11;1,90406E+11;2,09917E+11
Croatia;HRV;45475799070;37099139426;33500016503;31541776585;34106444543;37174956924;40113146772;43234064053;44817858695;44867134958;47686862825;50108945961;54958851072;58927684076;63226407781;66595348751;76026709346;84354289622;90589128468;87608503059;86526005711;90731018430;92110062159;94976352915;95410818004;98640632988;1,05974E+11;1,12711E+11;1,1882E+11;1,30581E+11;1,23673E+11;1,43261E+11;1,61781E+11;1,76013E+11;1,87807E+11
Panama;PAN;12613166082;14267931500;15789954369;17046106513;17906287449;18601963644;17850482405;19558135656;21436812259;22873184550;24375848209;25161478641;26193558634;28072109077;31183787671;34823289277;39435653647;45831593911;51478329160;52630716056;56505646924;64539438914;73204937473;83865270123;94874168724;1,07892E+11;1,21987E+11;1,37443E+11;1,35303E+11;1,4076E+11;1,15991E+11;1,34415E+11;1,59507E+11;1,77473E+11;1,86966E+11
Congo, Dem. Rep.;COD;30523722826;28898632423;26453682667;23433204895;23000142619;23646760374;23833300215;22882479835;22763824627;22100152287;21038841506;21060769767;22018522584;23705639205;25983434025;28442238745;30879427625;33701289055;36489248034;37762523635;40938218024;44655249524;46311721586;53995321291;63082984657;69621148329;76732432237;87367059544;96286291906;1,08499E+11;1,09045E+11;1,30244E+11;1,51982E+11;1,71006E+11;1,86833E+11
Tunisia;TUN;31464019086;33798146188;37266668916;38985429954;41083421171;42931216044;46841251005;50241559387;53236655268;57258903705;61313898054;65074550336;66959827914;71492709893;77993230437;83243203696;90310265370;98980554530;1,05163E+11;1,09032E+11;1,13636E+11;1,13607E+11;1,16862E+11;1,18896E+11;1,23418E+11;1,22945E+11;1,26742E+11;1,3152E+11;1,3932E+11;1,48377E+11;1,42708E+11;1,49937E+11;1,64921E+11;1,70922E+11;1,7742E+11
Caribbean small states;CSS;26070730308;27225491216;28888432619;29741309001;31463521570;33121021490;35487939338;37959729452;40301733721;43038449719;46116518684;48331876034;51287265588;56159668946;60728044628;65445592059;73314824191;78501277763;81709752468;79601803093;82355670523;84828760728;87337287285;88709289188;90666571119;88626556608;86398108449;90529434161;93380648999;98306002295;89872844012;1,04573E+11;1,29645E+11;1,47978E+11;1,74614E+11
Nepal;NPL;16196689761;17810741815;18964671280;20161613006;22283951223;23540289867;25248513851;26980592502;28106804323;29762327039;32323564943;34637822535;35218354121;37330483316;40129377425;42827565905;45633718278;48469053797;52418781247;55132930648;58490655454;61740111910;67896548717;73334815489;80283011240;82282973616;83198953169;1,00972E+11;1,11087E+11;1,21063E+11;1,2269E+11;1,34E+11;1,51638E+11;1,60209E+11;1,70097E+11
Uganda;UGA;11699400049;12766822406;13504120523;14975256378;16274444403;18530332833;20581449480;22004120914;23342908775;25579863871;26981198607;29018837888;32043293154;34791125984;38158688983;41847327035;47790135007;53214123604;58962980524;63361765399;67747293894;75638854428;69771843672;72260074930;77668413712;82192547855;84011710477;86701094762;96102592477;1,04978E+11;1,12575E+11;1,23267E+11;1,38114E+11;1,5072E+11;1,63838E+11
Cameroon;CMR;23025240277;22897314877;22693118130;21388318872;22254990930;23379172434;24810680272;26381154873;27938304948;29611876948;31443201184;33541506638;35587737862;38269320462;42068507448;44354338154;47463977041;50859594132;53315733154;55028202950;57311621819;60470659956;63669714457;69319477138;75494717690;79618697991;85068226005;90902832851;99492538001;1,08174E+11;1,14421E+11;1,29022E+11;1,43386E+11;1,53371E+11;1,62845E+11
Puerto Rico (US);PRI;47430946915;50164929626;53649844276;57472364707;61156651065;65279254319;68012386128;72561523614;77435299157;82763674410;87407772672;95018648280;97379572652;99355198888;1,10953E+11;1,12158E+11;1,13987E+11;1,15714E+11;1,15769E+11;1,14208E+11;1,15119E+11;1,17073E+11;1,17438E+11;1,1722E+11;1,16123E+11;1,14269E+11;1,12229E+11;1,08692E+11;1,10918E+11;1,19616E+11;1,20955E+11;1,32334E+11;1,45961E+11;1,51966E+11;1,60663E+11
Lithuania;LTU;33084134342;32261731616;25982121964;22281964612;20535197135;21655546441;23121145547;25393773537;27673378445;27688903923;29626873338;32823086006;36142792290;41276116355;44231028969;48225773909;53780120738;61762908726;66317584061;57462712608;61412748556;68742918026;73433875023;78660793915;82260097781;83997132845;88542980894;95488665471;1,02878E+11;1,14029E+11;1,15963E+11;1,2883E+11;1,42993E+11;1,46206E+11;1,57151E+11
Costa Rica;CRI;15672949341;16570082513;18507065148;20290358301;21660102972;23032863330;23771284900;25505411392;27637559277;29210012861;31027327622;32833574233;34483122865;36682018260;39335107061;42181713036;46668360606;51870463922;55374923472;55229806543;58897493038;62759466862;67457930828;71836714969;78151240954;84436792704;93454856085;1,00717E+11;1,06583E+11;1,16688E+11;1,11258E+11;1,20696E+11;1,31743E+11;1,43338E+11;1,5422E+11
Turkmenistan;TKM;20008209350;19732257488;17161502422;17831810093;15061808083;14270413260;15505291741;13974587735;15134990047;17881777155;19286953005;20577895419;20951419439;22063453786;23789689667;27733583833;31725984089;36189253578;42308833206;45166542919;49921266918;58441023273;64099926378;69625757915;75798477557;79032357701;82167730669;86403378534;95629644638;1,0531E+11;1,04881E+11;1,16552E+11;1,32603E+11;1,46029E+11;1,52946E+11
Cambodia;KHM;10396290528;11563776555;12657283369;13488340386;8980985671;10077366644;10867053240;11497359838;12170888167;13911358386;15648212291;17182956708;18543232822;20853910301;23440026263;27391055615;31325690955;35520024828;38911165514;40746485215;43335477863;47452391312;53555447531;59026496728;63400653498;69267932041;75271078913;81171550322;91413678746;1,01426E+11;99390356591;1,05674E+11;1,19016E+11;1,29472E+11;1,4058E+11
Bolivia;BOL;16285334762;17722750388;18425080625;19667081617;21024526973;22469554059;23878833796;25494019474;27077132708;27577524725;28909467542;30058157188;31283984732;32766590620;35051931465;37749359761;40780171856;43796805027;47385371261;49278173099;51935331424;55765337778;61696072906;70394877007;76454300115;78777661969;84385715067;96545462750;1,0303E+11;1,07078E+11;98004280065;1,12858E+11;1,25264E+11;1,33771E+11;1,38903E+11
Paraguay;PRY;22748650544;24339602475;25316579877;27196004792;29253835143;31904979127;33000392552;34993657197;35411015358;35421527841;35385622740;35880616250;36430399733;38754792318;41411671091;43621331541;47128136568;51029293969;55391362986;55587466546;62505525105;66529576563;64597743086;72608983990;76522545297;78091620933;83295458688;88597623579;90877352659;92185455052;94492100805;1,02978E+11;1,10514E+11;1,20214E+11;1,28353E+11
Jordan;JOR;15636361819;16425175601;19210169394;20547902360;22029986806;23886580677;24831532321;26095451425;27183603327;28502713259;30385910542;32707488486;35136896933;37321760721;41608792595;46409399613;51712316826;57455973871;62791457386;66352659860;68713655221;72050912802;73887520574;78452380693;80397356422;85588348124;87534483836;94825378274;94604332953;1,00626E+11;1,0408E+11;1,01617E+11;1,11744E+11;1,19103E+11;1,25019E+11
Uruguay;URY;20746904717;22207548149;24515177142;25763211326;28229269051;28403934232;30537308738;33719153243;35638967384;35593573791;35697346087;35097988387;32887458276;33806826337;36453161893;40400855509;43353676275;47441059040;51825143210;54357551864;59311443732;63660006329;65025051255;69119276781;73395678329;74664260125;77184684715;79989594692;82780785900;87589105834;87439329471;99971136650;1,11903E+11;1,1679E+11;1,23332E+11
Slovenia;SVN;26938867645;25371536117;24531923989;25827501799;27784330244;27118369766;28395661031;30292392685;31691090004;33725135987;35577452323;37381898557;39899174676;41747228378;45114082973;47375967614;51328698168;55435876564;59549872276;55508501254;56505035971;58948688238;59218840692;61044782667;63038801633;64680613572;69334151785;74761997302;80094210482;88491661031;87812276776;96790459871;1,07883E+11;1,14404E+11;1,20202E+11
Sudan;SDN;39282199948;43660879339;47593246917;50947318274;52558737453;56878813964;61348495374;73834691685;77881417319;81435239643;88564739249;96445600318;1,03827E+11;1,12536E+11;1,21503E+11;1,32384E+11;1,4538E+11;1,57883E+11;1,67115E+11;1,63492E+11;1,71863E+11;1,69772E+11;1,36999E+11;1,40751E+11;1,6541E+11;1,68783E+11;1,84446E+11;1,81639E+11;1,85735E+11;1,78286E+11;1,56677E+11;1,56168E+11;1,657E+11;1,21136E+11;1,07325E+11
Bahrain;BHR;13849100372;15925300297;17377895954;20079358096;20456821719;21706545442;23012414561;24133299648;25573503155;27050614775;29129541486;30527388692;32039893083;34729663754;38153235357;42013080199;46109468097;51286604421;55539312164;57301203503;60511365802;62950607636;68563454590;70567575887;71379476260;65822385264;67525760773;75332756768;78150406940;83979879528;78668739613;82671890844;94039487080;1,01202E+11;1,06776E+11
Georgia;GEO;28022459546;22857472829;12881529747;9323090782;8532021447;8937096711;10120225607;11377833455;11862555571;12375370152;12888609495;13812366303;14794851741;16755117267;18202347365;20573625162;23206197565;26832289624;28011563813;27155393525;29202260398;32169542974;37512405545;40140934055;43780102412;45707843452;48700949298;51144255244;55979867880;62387596154;62509091761;70150781358;83387742354;93154469864;1,04403E+11
